,Genome,Reviews,Amazon,VariousImg,Music,BookReviews,Tiktok,Laion
feature extraction time,86.58195610849039,4.087303741659132,86.1584744415347,4.712178696982968,25.972835672095464,28.82755358951287,21.320873629138358,3.4800292497500207
prediction time,0.038694932301642226,0.31114663491595806,0.055930174381110184,0.037725599663053284,0.06194167990374327,0.03511383751185327,0.07591749977473221,0.09216200310429942
